question_id,subject_id,main_subject,old_question_id,unique_old_question_id,active,question_type,product_category,difficulty_level,created_at,updated_at
3093,74,חלוקה,2347,4027,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-24T09:04:40.000000Z,2023-11-24T09:04:40.000000Z
3094,73,שלמים,2348,4028,1,Numeric bullet single choice,פסיכומטרי,7,2023-11-24T09:08:38.000000Z,2024-02-13T09:43:01.000000Z
3095,74,חלוקה,2349,4030,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-24T09:12:56.000000Z,2024-02-21T13:09:33.000000Z
1640,89,כלליות 1,2350,4031,1,Numeric bullet single choice,פסיכומטרי,4,2023-10-30T16:50:00.000000Z,2023-11-23T08:32:27.000000Z
1641,89,כלליות 1,2351,4033,1,Numeric bullet single choice,פסיכומטרי,3,2023-10-30T16:55:53.000000Z,2023-10-30T16:57:11.000000Z
1644,90,כלליות 2,2354,4034,1,Numeric bullet single choice,פסיכומטרי,3,2023-10-30T17:08:13.000000Z,2023-11-27T06:47:14.000000Z
1646,90,כלליות 2,2356,4035,1,Numeric bullet single choice,פסיכומטרי,5,2023-10-30T17:21:00.000000Z,2023-10-30T17:21:36.000000Z
1647,90,כלליות 2,2357,4037,1,Numeric bullet single choice,פסיכומטרי,5,2023-10-30T17:26:37.000000Z,2023-10-30T17:27:43.000000Z
1863,67,משוואות,2907,4038,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-02T09:34:05.000000Z,2023-11-29T12:01:16.000000Z
3775,119,מעגלים,A_9457,4041,1,Image and text,פסיכומטרי,7,2023-11-30T06:55:48.000000Z,2024-02-22T18:06:17.000000Z
3522,117,מרובעים,3002,4042,1,Image and text,פסיכומטרי,6,2023-11-28T05:42:34.000000Z,2023-11-28T05:42:34.000000Z
3297,119,מעגלים,A_9979,4043,1,Image and text,פסיכומטרי,7,2023-11-26T11:59:12.000000Z,2023-11-26T11:59:12.000000Z
3524,121,פיתגורס,3004,4044,1,Image and text,פסיכומטרי,4.5,2023-11-28T05:53:06.000000Z,2024-12-30T09:35:21.000000Z
3525,120,דמיון צורות,3005,4045,1,Image and text,פסיכומטרי,7.5,2023-11-28T06:00:16.000000Z,2024-02-23T10:21:05.000000Z
3526,121,פיתגורס,3006,4048,1,Image and text,פסיכומטרי,3,2023-11-28T06:04:44.000000Z,2023-11-28T06:04:44.000000Z
3528,120,דמיון צורות,3008,4050,1,Image and text,פסיכומטרי,6.5,2023-11-28T06:24:56.000000Z,2024-02-23T10:25:19.000000Z
2881,122,שטחים,3009,4051,1,Image and text,פסיכומטרי,7,2023-11-21T09:33:09.000000Z,2023-11-21T09:33:09.000000Z
2883,122,שטחים,3010,4052,1,Image and text,פסיכומטרי,6,2023-11-21T09:47:30.000000Z,2024-12-30T09:20:18.000000Z
692,119,מעגלים,סח  -  110  -  18,4053,1,Image and text,פסיכומטרי,7,2023-09-21T10:58:28.000000Z,2024-01-04T06:42:37.000000Z
2892,122,שטחים,3013,4054,1,Image and text,פסיכומטרי,7,2023-11-21T11:07:56.000000Z,2024-01-27T09:11:06.000000Z
2893,122,שטחים,3014,4055,1,Image and text,פסיכומטרי,6,2023-11-21T11:27:28.000000Z,2023-11-21T11:27:28.000000Z
2894,122,שטחים,3015,4056,1,Image and text,פסיכומטרי,5,2023-11-21T11:32:51.000000Z,2024-03-20T21:27:32.000000Z
2898,122,שטחים,3017,4057,1,Image and text,פסיכומטרי,4,2023-11-21T13:27:33.000000Z,2024-01-02T08:21:58.000000Z
2899,122,שטחים,3018,4058,1,Image and text,פסיכומטרי,7,2023-11-21T13:32:16.000000Z,2023-11-21T13:32:16.000000Z
2909,122,שטחים,3019,4063,1,Image and text,פסיכומטרי,8,2023-11-21T14:45:53.000000Z,2024-01-27T09:19:43.000000Z
2910,122,שטחים,3020,4068,1,Image and text,פסיכומטרי,7,2023-11-21T14:53:35.000000Z,2023-11-21T14:53:35.000000Z
2911,122,שטחים,3021,4075,1,Image and text,פסיכומטרי,6,2023-11-21T14:58:10.000000Z,2024-01-27T09:22:46.000000Z
2928,122,שטחים,3022,4082,1,Image and text,פסיכומטרי,6.5,2023-11-22T08:43:34.000000Z,2024-02-07T09:31:32.000000Z
2937,122,שטחים,3023,4083,1,Image and text,פסיכומטרי,9,2023-11-22T09:34:00.000000Z,2024-02-07T10:44:47.000000Z
2942,122,שטחים,3024,4086,1,Image and text,פסיכומטרי,4.5,2023-11-22T09:40:21.000000Z,2024-12-30T09:16:36.000000Z
3530,121,פיתגורס,3025,4087,1,Image and text,פסיכומטרי,8,2023-11-28T06:34:08.000000Z,2024-12-30T09:52:17.000000Z
3531,120,דמיון צורות,3026,4088,1,Image and text,פסיכומטרי,10,2023-11-28T06:49:33.000000Z,2024-02-23T10:48:29.000000Z
2945,122,שטחים,3027,4089,1,Image and text,פסיכומטרי,8.5,2023-11-22T09:53:34.000000Z,2024-02-07T10:47:45.000000Z
2964,122,שטחים,3028,4092,1,Image and text,פסיכומטרי,5,2023-11-22T10:42:00.000000Z,2024-02-07T10:50:01.000000Z
2967,122,שטחים,3029,4093,1,Image and text,פסיכומטרי,8,2023-11-22T10:52:11.000000Z,2023-11-22T10:52:11.000000Z
3532,116,משולשים,3030,4094,1,Image and text,פסיכומטרי,3,2023-11-28T07:05:03.000000Z,2023-11-28T07:05:31.000000Z
3533,115,קווים וזוויות,3031,4095,1,Image and text,פסיכומטרי,2,2023-11-28T07:11:03.000000Z,2023-11-28T07:11:43.000000Z
3534,117,מרובעים,3032,4098,1,Image and text,פסיכומטרי,2,2023-11-28T07:16:41.000000Z,2023-11-28T07:19:10.000000Z
3536,121,פיתגורס,3034,4099,1,Image and text,פסיכומטרי,2,2023-11-28T07:22:44.000000Z,2023-11-28T07:22:44.000000Z
3537,121,פיתגורס,3035,4101,1,Numeric bullet single choice,פסיכומטרי,3,2023-11-28T07:24:56.000000Z,2023-11-28T07:24:56.000000Z
712,119,מעגלים,סח  -  113  -  26,4103,1,Image and text,פסיכומטרי,7,2023-09-22T05:04:01.000000Z,2024-01-04T07:13:08.000000Z
719,119,מעגלים,סח  -  114  -  30,4104,1,Image and text,פסיכומטרי,7,2023-09-22T05:39:34.000000Z,2024-01-04T07:28:05.000000Z
3541,116,משולשים,3039,4106,1,Image and text,פסיכומטרי,3,2023-11-28T07:44:23.000000Z,2024-12-30T10:26:19.000000Z
689,119,מעגלים,סח -  109  - 15,4107,1,Image and text,פסיכומטרי,7,2023-09-21T10:31:36.000000Z,2024-01-04T06:37:00.000000Z
10377,119,מעגלים,סח - 320 - 6,4108,1,Image and text,פסיכומטרי,7,2024-06-16T15:08:12.000000Z,2024-06-16T15:08:12.000000Z
1957,119,מעגלים,1418,4109,1,Image and text,פסיכומטרי,6.5,2023-11-03T11:33:14.000000Z,2024-01-02T07:38:06.000000Z
2969,122,שטחים,3044,4110,1,Image and text,פסיכומטרי,4,2023-11-22T11:17:18.000000Z,2024-02-07T11:05:40.000000Z
2971,122,שטחים,3048,4113,1,Image and text,פסיכומטרי,6,2023-11-22T11:47:46.000000Z,2024-02-07T11:18:28.000000Z
3188,122,שטחים,3050,4114,1,Image and text,פסיכומטרי,6,2023-11-26T08:27:59.000000Z,2023-11-26T08:27:59.000000Z
3299,123,תלת-ממד,3055,4123,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-26T12:04:40.000000Z,2024-02-07T08:57:01.000000Z
3189,122,שטחים,3056,4127,1,Image and text,פסיכומטרי,4.5,2023-11-26T08:32:27.000000Z,2024-02-07T12:57:46.000000Z
2754,119,מעגלים,1498,4129,1,Image and text,פסיכומטרי,6.5,2023-11-20T12:38:59.000000Z,2024-01-02T08:06:02.000000Z
3405,121,פיתגורס,3062,4134,1,Image and text,פסיכומטרי,8,2023-11-27T11:00:59.000000Z,2024-10-20T08:38:14.000000Z
3408,116,משולשים,3065,4135,1,Image and text,פסיכומטרי,3,2023-11-27T11:06:55.000000Z,2023-11-27T11:06:55.000000Z
3199,122,שטחים,3066,4137,1,Image and text,פסיכומטרי,9,2023-11-26T09:13:49.000000Z,2024-02-13T12:24:11.000000Z
3200,122,שטחים,3067,4138,1,Image and text,פסיכומטרי,3,2023-11-26T09:23:26.000000Z,2024-02-13T12:25:44.000000Z
3204,122,שטחים,3069,4139,1,Image and text,פסיכומטרי,8,2023-11-26T09:52:47.000000Z,2024-03-20T21:35:06.000000Z
3409,120,דמיון צורות,3072,4140,1,Image and text,פסיכומטרי,2,2023-11-27T11:10:06.000000Z,2024-02-23T10:16:15.000000Z
2755,119,מעגלים,1502,4141,1,Image and text,פסיכומטרי,6.5,2023-11-20T12:42:13.000000Z,2024-12-30T10:10:27.000000Z
3417,118,מצולעים,3075,4142,1,Image and text,פסיכומטרי,8,2023-11-27T11:20:21.000000Z,2024-02-20T08:17:30.000000Z
3213,122,שטחים,3076,4143,1,Image and text,פסיכומטרי,1,2023-11-26T10:16:09.000000Z,2023-11-26T10:16:09.000000Z
3216,122,שטחים,3077,4144,1,Image and text,פסיכומטרי,6,2023-11-26T10:21:58.000000Z,2024-02-13T12:39:58.000000Z
3218,122,שטחים,3079,4145,1,Image and text,פסיכומטרי,10,2023-11-26T10:26:21.000000Z,2023-11-26T10:26:21.000000Z
3423,115,קווים וזוויות,3080,4146,1,Image and text,פסיכומטרי,3,2023-11-27T11:29:01.000000Z,2024-02-14T11:57:08.000000Z
3425,118,מצולעים,3081,4147,1,Image and text,פסיכומטרי,4.5,2023-11-27T11:32:17.000000Z,2024-02-20T08:23:28.000000Z
3520,119,מעגלים,3001,4148,1,Image and text,פסיכומטרי,6.5,2023-11-28T05:33:20.000000Z,2024-02-22T16:21:01.000000Z
3230,122,שטחים,3088,4149,1,Image and text,פסיכומטרי,8.5,2023-11-26T10:52:26.000000Z,2024-02-13T12:58:11.000000Z
3241,121,פיתגורס,3091,4150,1,Image and text,פסיכומטרי,8,2023-11-26T11:05:01.000000Z,2023-11-26T11:05:01.000000Z
3245,122,שטחים,3092,4151,1,Image and text,פסיכומטרי,8,2023-11-26T11:08:32.000000Z,2023-11-26T11:08:32.000000Z
3432,117,מרובעים,3093,4152,1,Image and text,פסיכומטרי,5,2023-11-27T11:49:05.000000Z,2023-11-27T11:49:05.000000Z
3252,122,שטחים,3095,4156,1,Image and text,פסיכומטרי,6,2023-11-26T11:14:21.000000Z,2023-11-26T11:14:21.000000Z
3256,122,שטחים,3097,4158,1,Image and text,פסיכומטרי,2,2023-11-26T11:18:32.000000Z,2023-11-26T11:18:32.000000Z
3434,115,קווים וזוויות,3101,4159,1,Image and text,פסיכומטרי,2,2023-11-27T11:59:57.000000Z,2023-11-27T11:59:57.000000Z
3438,115,קווים וזוויות,3102,4160,1,Image and text,פסיכומטרי,3,2023-11-27T12:05:38.000000Z,2023-11-27T12:05:38.000000Z
3439,115,קווים וזוויות,3103,4161,1,Image and text,פסיכומטרי,3,2023-11-27T12:11:40.000000Z,2023-11-27T12:11:40.000000Z
3440,116,משולשים,3104,4162,1,Image and text,פסיכומטרי,4,2023-11-27T12:15:40.000000Z,2024-02-18T12:26:53.000000Z
4376,116,משולשים,3105,4163,1,Image and text,פסיכומטרי,4,2023-12-05T15:06:59.000000Z,2023-12-05T15:06:59.000000Z
4377,116,משולשים,3106,4168,1,Image and text,פסיכומטרי,4.5,2023-12-05T15:10:48.000000Z,2024-02-19T07:30:12.000000Z
4378,116,משולשים,3107,7269,1,Image and text,פסיכומטרי,1,2023-12-05T15:15:46.000000Z,2024-02-19T07:31:05.000000Z
4379,116,משולשים,3108,7408,1,Image and text,פסיכומטרי,2,2023-12-05T15:25:14.000000Z,2024-02-19T07:39:59.000000Z
3795,119,מעגלים,A_9460,7409,1,Image and text,פסיכומטרי,6.5,2023-11-30T07:16:43.000000Z,2024-02-26T08:58:49.000000Z
4381,116,משולשים,3110,7410,1,Image and text,פסיכומטרי,3,2023-12-05T15:41:17.000000Z,2024-02-19T07:42:29.000000Z
1971,119,מעגלים,1446,7411,1,Image and text,פסיכומטרי,6,2023-11-03T13:37:41.000000Z,2024-01-02T07:50:40.000000Z
3262,122,שטחים,3113,7418,1,Image and text,פסיכומטרי,4,2023-11-26T11:25:18.000000Z,2023-11-26T11:25:18.000000Z
3265,122,שטחים,3114,7420,1,Image and text,פסיכומטרי,2,2023-11-26T11:30:25.000000Z,2024-02-13T13:14:34.000000Z
4384,116,משולשים,3115,7429,1,Image and text,פסיכומטרי,7,2023-12-05T16:02:39.000000Z,2024-02-19T07:45:28.000000Z
4385,116,משולשים,3116,7431,1,Image and text,פסיכומטרי,3,2023-12-05T16:07:56.000000Z,2024-02-19T07:47:18.000000Z
1978,119,מעגלים,1470,7432,1,Image and text,פסיכומטרי,6,2023-11-03T14:32:40.000000Z,2024-01-02T07:57:19.000000Z
2729,119,מעגלים,1477,7437,1,Image and text,פסיכומטרי,6,2023-11-20T11:17:13.000000Z,2023-11-20T11:17:45.000000Z
4424,117,מרובעים,3123,7438,1,Image and text,פסיכומטרי,3,2023-12-06T09:32:33.000000Z,2023-12-06T09:32:33.000000Z
3279,122,שטחים,3124,7439,1,Image and text,פסיכומטרי,7,2023-11-26T11:43:50.000000Z,2024-02-13T13:24:03.000000Z
4427,116,משולשים,3132,7440,1,Image and text,פסיכומטרי,3,2023-12-06T09:35:41.000000Z,2023-12-06T09:35:41.000000Z
2228,67,משוואות,3402,7445,1,Numeric bullet single choice,פסיכומטרי,1.5,2023-11-15T12:07:10.000000Z,2023-11-29T12:25:05.000000Z
2229,75,אותיות וספרות,3403,7449,1,Numeric bullet single choice,פסיכומטרי,7.5,2023-11-15T12:16:42.000000Z,2023-12-13T12:29:36.000000Z
2230,68,ביטויים,3407,7450,1,Numeric bullet single choice,פסיכומטרי,3,2023-11-15T12:23:36.000000Z,2023-11-15T12:23:36.000000Z
2231,73,שלמים,3408,7451,1,Numeric bullet single choice,פסיכומטרי,7,2023-11-15T12:31:18.000000Z,2023-11-15T12:31:18.000000Z
2232,73,שלמים,3410,7452,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-15T12:35:26.000000Z,2024-01-23T15:06:09.000000Z
2233,73,שלמים,3411,7457,1,Numeric bullet single choice,פסיכומטרי,7,2023-11-15T12:46:56.000000Z,2024-01-23T15:08:23.000000Z
2234,67,משוואות,3412,7459,1,Numeric bullet single choice,פסיכומטרי,7.5,2023-11-15T13:12:06.000000Z,2024-01-11T11:52:25.000000Z
2235,74,חלוקה,3415,7460,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-15T13:16:53.000000Z,2023-11-15T13:16:53.000000Z
2236,72,פעולות מומצאות,3417,7469,1,Numeric bullet single choice,פסיכומטרי,8,2023-11-15T13:24:36.000000Z,2023-11-15T13:24:36.000000Z
3698,67,משוואות,3421,7470,1,Numeric bullet single choice,פסיכומטרי,1,2023-11-29T12:30:56.000000Z,2023-11-29T12:30:56.000000Z
2240,74,חלוקה,3426,7471,1,Numeric bullet single choice,פסיכומטרי,7,2023-11-15T13:45:51.000000Z,2023-11-15T13:45:51.000000Z
2241,67,משוואות,3427,7472,1,Numeric bullet single choice,פסיכומטרי,1,2023-11-15T13:50:26.000000Z,2023-11-29T12:38:03.000000Z
2242,71,חיובי שלילי וערך מוחלט,3430,7478,1,Numeric bullet single choice,פסיכומטרי,7.5,2023-11-15T13:58:42.000000Z,2023-11-29T16:04:25.000000Z
2243,75,אותיות וספרות,3431,7479,1,Numeric bullet single choice,פסיכומטרי,10,2023-11-15T14:07:29.000000Z,2023-12-13T12:19:38.000000Z
2244,73,שלמים,3434,7480,1,Numeric bullet single choice,פסיכומטרי,7,2023-11-15T14:12:32.000000Z,2024-01-23T15:14:49.000000Z
2246,72,פעולות מומצאות,3439,7486,1,Numeric bullet single choice,פסיכומטרי,7.5,2023-11-15T14:34:53.000000Z,2024-01-28T06:56:07.000000Z
2247,69,אי-שוויון,3442,7489,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-15T14:41:18.000000Z,2024-01-11T11:56:28.000000Z
2248,73,שלמים,3443,7491,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-15T14:44:10.000000Z,2023-11-15T14:44:10.000000Z
2250,73,שלמים,3450,7492,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-15T14:57:32.000000Z,2023-11-29T17:28:16.000000Z
2251,73,שלמים,3454,7498,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-15T15:02:23.000000Z,2024-01-25T12:57:10.000000Z
2252,67,משוואות,3456,7507,1,Numeric bullet single choice,פסיכומטרי,6.5,2023-11-15T15:06:08.000000Z,2024-01-11T12:55:37.000000Z
2253,68,ביטויים,3459,7509,1,Numeric bullet single choice,פסיכומטרי,7,2023-11-15T15:12:23.000000Z,2025-02-18T14:59:12.000000Z
2254,75,אותיות וספרות,3460,7510,1,Numeric bullet single choice,פסיכומטרי,10,2023-11-15T15:21:02.000000Z,2023-12-13T12:55:43.000000Z
3400,89,כלליות 1,3461,7512,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-27T10:51:52.000000Z,2023-11-27T10:51:52.000000Z
3593,95,הספק,3462,7517,1,Numeric bullet single choice,פסיכומטרי,1,2023-11-28T11:01:38.000000Z,2024-02-22T11:28:45.000000Z
3595,94,תנועה,3466,7519,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-28T11:06:07.000000Z,2023-11-28T11:06:28.000000Z
3597,92,אחוזים,3467,7529,1,Numeric bullet single choice,פסיכומטרי,5.5,2023-11-28T11:14:28.000000Z,2023-11-28T11:14:28.000000Z
3601,95,הספק,3469,7530,1,Numeric bullet single choice,פסיכומטרי,4.5,2023-11-28T11:28:22.000000Z,2024-08-19T05:05:46.000000Z
3602,94,תנועה,3470,7531,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-28T11:31:55.000000Z,2024-02-07T07:29:44.000000Z
3606,97,הסתברות,3474,7538,1,Numeric bullet single choice,פסיכומטרי,3,2023-11-28T11:57:14.000000Z,2023-11-28T11:57:14.000000Z
3407,95,הספק,3475,7540,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-27T11:04:25.000000Z,2024-02-22T11:23:17.000000Z
3410,94,תנועה,3476,7545,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-27T11:12:02.000000Z,2023-11-27T11:12:02.000000Z
3608,92,אחוזים,3478,7547,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-28T12:03:38.000000Z,2023-11-28T12:03:38.000000Z
3610,97,הסתברות,3479,7549,1,Numeric bullet single choice,פסיכומטרי,8,2023-11-28T12:08:43.000000Z,2023-11-28T12:08:43.000000Z
3612,95,הספק,3483,7550,1,Numeric bullet single choice,פסיכומטרי,3.5,2023-11-28T12:13:43.000000Z,2024-02-22T11:33:35.000000Z
3614,92,אחוזים,3484,7551,1,Numeric bullet single choice,פסיכומטרי,3,2023-11-28T12:17:40.000000Z,2023-11-28T12:17:40.000000Z
3615,95,הספק,3485,7557,1,Numeric bullet single choice,פסיכומטרי,3,2023-11-28T12:19:27.000000Z,2023-11-28T12:19:27.000000Z
3598,93,ממוצע,3486,7559,1,Numeric bullet single choice,פסיכומטרי,6.5,2023-11-28T11:16:38.000000Z,2024-02-20T11:16:07.000000Z
3616,93,ממוצע,3486,7566,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-28T12:21:26.000000Z,2024-02-20T11:17:17.000000Z
3416,91,יחס,3487,7567,1,Numeric bullet single choice,פסיכומטרי,3.5,2023-11-27T11:19:00.000000Z,2023-11-27T11:19:00.000000Z
3617,92,אחוזים,3488,7569,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-28T12:26:35.000000Z,2024-02-25T13:47:23.000000Z
3619,95,הספק,3490,7570,1,Numeric bullet single choice,פסיכומטרי,7.5,2023-11-28T12:29:46.000000Z,2024-02-22T11:36:46.000000Z
3620,94,תנועה,3492,7571,1,Numeric bullet single choice,פסיכומטרי,10,2023-11-28T12:32:58.000000Z,2024-02-07T07:45:01.000000Z
3621,96,צירופים,3493,7572,1,Numeric bullet single choice,פסיכומטרי,6.5,2023-11-28T12:34:42.000000Z,2023-11-28T12:34:42.000000Z
3622,94,תנועה,3494,7578,1,Numeric bullet single choice,פסיכומטרי,9,2023-11-28T12:44:23.000000Z,2024-02-07T07:48:56.000000Z
3623,97,הסתברות,3495,7579,1,Numeric bullet single choice,פסיכומטרי,7,2023-11-28T12:49:41.000000Z,2023-11-28T12:49:41.000000Z
3624,92,אחוזים,3496,7580,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-28T12:56:00.000000Z,2024-02-25T13:50:48.000000Z
3625,97,הסתברות,3497,7585,1,Numeric bullet single choice,פסיכומטרי,7.5,2023-11-28T12:59:50.000000Z,2023-11-28T12:59:50.000000Z
3626,95,הספק,3498,7586,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-28T13:04:16.000000Z,2024-02-22T11:40:49.000000Z
3627,96,צירופים,3499,7588,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-28T13:06:02.000000Z,2024-02-15T09:25:33.000000Z
3628,94,תנועה,3500,7589,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-28T13:09:32.000000Z,2024-02-07T07:53:07.000000Z
3426,95,הספק,3504,7590,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-27T11:34:33.000000Z,2024-02-22T11:25:07.000000Z
3630,95,הספק,3506,7592,1,Numeric bullet single choice,פסיכומטרי,3.5,2023-11-28T13:13:32.000000Z,2024-02-22T11:42:10.000000Z
3631,95,הספק,3508,7597,1,Numeric bullet single choice,פסיכומטרי,4.5,2023-11-28T13:17:35.000000Z,2024-02-22T11:43:55.000000Z
3429,95,הספק,3511,7598,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-27T11:39:05.000000Z,2024-02-22T11:27:41.000000Z
3632,94,תנועה,3512,7599,1,Numeric bullet single choice,פסיכומטרי,7.5,2023-11-28T13:20:13.000000Z,2024-02-07T07:55:10.000000Z
3634,92,אחוזים,3518,7605,1,Numeric bullet single choice,פסיכומטרי,7.5,2023-11-28T13:26:01.000000Z,2023-11-28T13:26:01.000000Z
3635,97,הסתברות,3519,7606,1,Numeric bullet single choice,פסיכומטרי,7.5,2023-11-28T13:30:30.000000Z,2023-11-28T13:30:30.000000Z
3636,121,פיתגורס,3520,7607,1,Image and text,פסיכומטרי,6,2023-11-28T13:34:28.000000Z,2024-12-30T09:38:56.000000Z
3543,121,פיתגורס,3524,7608,1,Image and text,פסיכומטרי,2.5,2023-11-28T08:02:23.000000Z,2024-02-17T09:16:31.000000Z
3544,122,שטחים,3525,7610,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-28T08:05:14.000000Z,2024-02-13T14:24:37.000000Z
3545,123,תלת-ממד,3527,7611,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-28T08:08:48.000000Z,2024-02-07T09:08:42.000000Z
3546,122,שטחים,3528,7612,1,Numeric bullet single choice,פסיכומטרי,7.5,2023-11-28T08:10:54.000000Z,2024-02-13T14:25:48.000000Z
3550,124,אנליטית,3533,7618,1,Image and text,פסיכומטרי,6.5,2023-11-28T08:23:30.000000Z,2024-02-25T07:53:06.000000Z
3552,116,משולשים,3534,7619,1,Numeric bullet single choice,פסיכומטרי,10,2023-11-28T08:27:15.000000Z,2023-11-28T08:27:15.000000Z
3558,121,פיתגורס,3534,7620,1,Image and text,פסיכומטרי,3.5,2023-11-28T08:57:45.000000Z,2024-12-30T09:34:25.000000Z
3553,123,תלת-ממד,3535,7625,1,Numeric bullet single choice,פסיכומטרי,9.5,2023-11-28T08:32:43.000000Z,2024-02-07T09:11:37.000000Z
3554,116,משולשים,3536,7627,1,Image and text,פסיכומטרי,6,2023-11-28T08:36:05.000000Z,2023-11-28T08:36:05.000000Z
3556,121,פיתגורס,3540,7628,1,Image and text,פסיכומטרי,8.5,2023-11-28T08:49:32.000000Z,2024-12-30T09:51:42.000000Z
3559,122,שטחים,3544,7632,1,Numeric bullet single choice,פסיכומטרי,2,2023-11-28T08:59:32.000000Z,2024-02-13T14:29:03.000000Z
3563,122,שטחים,3545,7638,1,Image and text,פסיכומטרי,6.5,2023-11-28T09:14:27.000000Z,2023-11-28T09:14:27.000000Z
2730,119,מעגלים,1478,7645,1,Image and text,פסיכומטרי,6,2023-11-20T11:22:56.000000Z,2024-01-02T08:02:22.000000Z
3566,124,אנליטית,3547,7646,1,Image and text,פסיכומטרי,7.5,2023-11-28T09:22:16.000000Z,2024-02-25T07:54:58.000000Z
3567,122,שטחים,3548,7648,1,Numeric bullet single choice,פסיכומטרי,2,2023-11-28T09:25:03.000000Z,2023-11-28T09:25:03.000000Z
3569,122,שטחים,3549,7649,1,Numeric bullet single choice,פסיכומטרי,2,2023-11-28T09:28:16.000000Z,2024-02-13T14:32:48.000000Z
3570,118,מצולעים,3550,7650,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-28T09:33:26.000000Z,2024-02-21T13:03:01.000000Z
3572,122,שטחים,3552,7651,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-28T09:36:52.000000Z,2023-11-28T09:36:52.000000Z
3573,123,תלת-ממד,3553,7657,1,Image and text,פסיכומטרי,5,2023-11-28T09:41:06.000000Z,2023-11-28T09:41:06.000000Z
3574,122,שטחים,3554,7659,1,Image and text,פסיכומטרי,4,2023-11-28T09:45:06.000000Z,2024-12-30T09:17:06.000000Z
3575,123,תלת-ממד,3555,7666,1,Numeric bullet single choice,פסיכומטרי,10,2023-11-28T09:47:21.000000Z,2023-11-28T09:47:21.000000Z
3576,116,משולשים,3556,7668,1,Image and text,פסיכומטרי,6.5,2023-11-28T09:53:54.000000Z,2024-02-18T12:58:36.000000Z
3380,119,מעגלים,A_10082,7670,1,Image and text,פסיכומטרי,6,2023-11-27T09:48:27.000000Z,2024-02-19T14:52:57.000000Z
3579,122,שטחים,3558,7671,1,Image and text,פסיכומטרי,10,2023-11-28T10:02:58.000000Z,2023-11-28T10:02:58.000000Z
3581,121,פיתגורס,3560,7672,1,Image and text,פסיכומטרי,8,2023-11-28T10:10:50.000000Z,2024-12-30T09:51:09.000000Z
3583,122,שטחים,3564,7677,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-28T10:13:15.000000Z,2024-02-20T06:51:59.000000Z
3584,120,דמיון צורות,3565,7678,1,Image and text,פסיכומטרי,5,2023-11-28T10:16:55.000000Z,2024-02-23T10:52:13.000000Z
3585,121,פיתגורס,3567,7679,1,Image and text,פסיכומטרי,3,2023-11-28T10:20:35.000000Z,2024-02-17T09:17:45.000000Z
3586,122,שטחים,3568,7685,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-28T10:22:56.000000Z,2024-02-22T17:38:35.000000Z
3588,123,תלת-ממד,3574,7689,1,Text question with image answers,פסיכומטרי,7.5,2023-11-28T10:34:07.000000Z,2024-12-29T11:48:25.000000Z
3589,123,תלת-ממד,3576,7690,1,Numeric bullet single choice,פסיכומטרי,9,2023-11-28T10:38:57.000000Z,2024-02-07T09:15:53.000000Z
3590,124,אנליטית,3577,7691,1,Image and text,פסיכומטרי,6.5,2023-11-28T10:45:25.000000Z,2024-12-30T09:57:57.000000Z
3591,122,שטחים,3578,7692,1,Image and text,פסיכומטרי,7,2023-11-28T10:50:59.000000Z,2023-11-28T10:50:59.000000Z
3592,121,פיתגורס,3579,7700,1,Image and text,פסיכומטרי,7.5,2023-11-28T10:56:07.000000Z,2024-12-30T09:33:00.000000Z
6386,122,שטחים,3582,9144,1,Numeric bullet single choice,פסיכומטרי,4,2023-12-28T04:25:14.000000Z,2023-12-28T04:25:14.000000Z
6385,95,הספק,3584,9147,1,Numeric bullet single choice,פסיכומטרי,2,2023-12-28T04:20:01.000000Z,2023-12-28T04:20:01.000000Z
