Product,Assignment ID,Assignment Name,Unit Type,Unit ID,Unit Name,Unit Active,Unit Mode,Unit Rules
פסיכומטרי,1494,קיץ 23,container,3387,קיץ 2023 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1495,אביב 2023,container,1132,אביב 2023 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1495,אביב 2023,container,1133,אביב 2023 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1495,אביב 2023,container,1134,אביב 2023 פרק כמותי ראשון,1,Predetermined,NULL
פסיכומטרי,1495,אביב 2023,container,1135,אביב 2023 פרק כמותי שני,1,Predetermined,NULL
פסיכומטרי,1495,אביב 2023,container,1136,אביב 2023 פרק אנגלית ראשון,1,Predetermined,NULL
פסיכומטרי,1495,אביב 2023,container,1137,אביב 2023 פרק אנגלית שני,1,Predetermined,NULL
פסיכומטרי,1495,אביב 2023,container,3141,קיץ 2022 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1495,אביב 2023,container,3160,קיץ 2022 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1496,חורף 23,container,6688,חורף 2023 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1496,חורף 23,container,6689,חורף 2023 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1496,חורף 23,container,6690,חורף 2023 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1496,חורף 23,container,6691,חורף 2023 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1496,חורף 23,container,6693,חורף 2023 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1496,חורף 23,container,6694,חורף 2023 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1497,פרק 2 מבחן 8,container,865,פרק 2 כמותי,1,Predetermined,NULL
פסיכומטרי,1498,סימולציה 1,container,867,קיץ 2022 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1498,סימולציה 1,container,868,קיץ 2022 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1498,סימולציה 1,container,3141,קיץ 2022 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1498,סימולציה 1,container,3156,קיץ 2022 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1498,סימולציה 1,container,3160,קיץ 2022 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1498,סימולציה 1,container,3161,קיץ 2022 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1498,סימולציה 1,container,8022,אביב 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1498,סימולציה 1,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1499,פיילוט סתיו 21,container,478,סתיו 2021 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1499,פיילוט סתיו 21,container,479,סתיו 2021 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1500,אביב 2022 סימולציה 1,container,822,אביב 2022 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1500,אביב 2022 סימולציה 1,container,823,אביב 2022 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1500,אביב 2022 סימולציה 1,container,824,אביב 2022 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1500,אביב 2022 סימולציה 1,container,825,אביב 2022 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1500,אביב 2022 סימולציה 1,container,826,אביב 2022 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1500,אביב 2022 סימולציה 1,container,838,אביב 2022 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1501,תרגול פרק מילולי קיץ 2021,container,272,קיץ 2021 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1502,חשיבה מילולית פרק 2,container,36069,סתיו 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1503,מילולי פרק 2 סתיו 2022,container,872,סתיו 2022 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1504,סימולציה בית 2,container,868,קיץ 2022 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1504,סימולציה בית 2,container,3160,קיץ 2022 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1504,סימולציה בית 2,container,3378,קיץ 2023 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1504,סימולציה בית 2,container,3379,קיץ 2023 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1504,סימולציה בית 2,container,3382,קיץ 2023 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1504,סימולציה בית 2,container,3383,קיץ 2023 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1504,סימולציה בית 2,container,3386,קיץ 2023 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1504,סימולציה בית 2,container,3387,קיץ 2023 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1505,נסיוני,container,18146,חורף 20 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1505,נסיוני,container,18147,חורף 20 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1505,נסיוני,container,18216,חורף 20 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1505,נסיוני,container,18218,חורף 20 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1505,נסיוני,container,18221,חורף 20 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1505,נסיוני,container,18224,חורף 20 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1505,נסיוני,container,18226,סתיו 20 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1505,נסיוני,container,18228,סתיו 20 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1506,1,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1506,1,container,14487,קיץ 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1506,1,container,14856,קיץ 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1506,1,container,36068,סתיו 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1507,מועד אביב 2024+סתיו 2020,container,8022,אביב 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1507,מועד אביב 2024+סתיו 2020,container,8023,אביב 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1507,מועד אביב 2024+סתיו 2020,container,8024,אביב 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1507,מועד אביב 2024+סתיו 2020,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1507,מועד אביב 2024+סתיו 2020,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1507,מועד אביב 2024+סתיו 2020,container,8027,אביב 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1507,מועד אביב 2024+סתיו 2020,container,18226,סתיו 20 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1507,מועד אביב 2024+סתיו 2020,container,18229,סתיו 20 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1508,מועד אביב 2024+סתיו 2020,container,8022,אביב 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1508,מועד אביב 2024+סתיו 2020,container,8023,אביב 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1508,מועד אביב 2024+סתיו 2020,container,8024,אביב 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1508,מועד אביב 2024+סתיו 2020,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1508,מועד אביב 2024+סתיו 2020,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1508,מועד אביב 2024+סתיו 2020,container,8027,אביב 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1508,מועד אביב 2024+סתיו 2020,container,18226,סתיו 20 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1508,מועד אביב 2024+סתיו 2020,container,18228,סתיו 20 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1509,חורף 2023 - אנגלית פרק שני,container,6694,חורף 2023 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1510,חורף - אנגלית פרק 2,container,6694,חורף 2023 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1511,סימולציה 5,container,822,אביב 2022 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1511,סימולציה 5,container,823,אביב 2022 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1511,סימולציה 5,container,824,אביב 2022 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1511,סימולציה 5,container,825,אביב 2022 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1511,סימולציה 5,container,826,אביב 2022 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1511,סימולציה 5,container,838,אביב 2022 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1512,סתיו 2022,container,869,סתיו 2022 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1512,סתיו 2022,container,870,סתיו 2022 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1512,סתיו 2022,container,871,סתיו 2022 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1512,סתיו 2022,container,872,סתיו 2022 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1512,סתיו 2022,container,1125,סתיו 2022 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1512,סתיו 2022,container,1126,סתיו 2022 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1513,אביב 2022 פרק כמותי 2,container,825,אביב 2022 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1514,אביב 2024 - סימולציה מלאה,container,6691,חורף 2023 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1514,אביב 2024 - סימולציה מלאה,container,6694,חורף 2023 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1514,אביב 2024 - סימולציה מלאה,container,8022,אביב 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1514,אביב 2024 - סימולציה מלאה,container,8023,אביב 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1514,אביב 2024 - סימולציה מלאה,container,8024,אביב 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1514,אביב 2024 - סימולציה מלאה,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1514,אביב 2024 - סימולציה מלאה,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1514,אביב 2024 - סימולציה מלאה,container,8027,אביב 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1515,סימולציה 2,container,479,סתיו 2021 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1515,סימולציה 2,container,481,סתיו 2021 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1515,סימולציה 2,container,36068,סתיו 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1515,סימולציה 2,container,36069,סתיו 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1515,סימולציה 2,container,36071,סתיו 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1515,סימולציה 2,container,36074,סתיו 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1515,סימולציה 2,container,36076,סתיו 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1515,סימולציה 2,container,36077,סתיו 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1516,סימולציה 2,container,479,סתיו 2021 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1516,סימולציה 2,container,751,חורף 2021 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1516,סימולציה 2,container,36068,סתיו 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1516,סימולציה 2,container,36069,סתיו 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1516,סימולציה 2,container,36071,סתיו 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1516,סימולציה 2,container,36074,סתיו 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1516,סימולציה 2,container,36076,סתיו 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1516,סימולציה 2,container,36077,סתיו 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1517,סימולציה 2,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1517,סימולציה 2,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1517,סימולציה 2,container,36068,סתיו 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1517,סימולציה 2,container,36069,סתיו 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1517,סימולציה 2,container,36071,סתיו 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1517,סימולציה 2,container,36074,סתיו 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1517,סימולציה 2,container,36076,סתיו 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1517,סימולציה 2,container,36077,סתיו 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1518,סימולציה 1,container,478,סתיו 2021 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1518,סימולציה 1,container,480,סתיו 2021 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1518,סימולציה 1,container,8022,אביב 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1518,סימולציה 1,container,8023,אביב 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1518,סימולציה 1,container,8024,אביב 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1518,סימולציה 1,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1518,סימולציה 1,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1518,סימולציה 1,container,8027,אביב 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1519,סימולציה 2,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1519,סימולציה 2,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1519,סימולציה 2,container,36068,סתיו 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1519,סימולציה 2,container,36069,סתיו 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1519,סימולציה 2,container,36071,סתיו 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1519,סימולציה 2,container,36074,סתיו 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1519,סימולציה 2,container,36076,סתיו 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1519,סימולציה 2,container,36077,סתיו 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1520,מבחן 8 פרק 4,container,866,פרק 4 כמותי,1,Predetermined,NULL
פסיכומטרי,1521,חורף 21,container,746,חורף 2021 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1521,חורף 21,container,748,חורף 2021 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1521,חורף 21,container,749,חורף 2021 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1521,חורף 21,container,750,חורף 2021 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1521,חורף 21,container,751,חורף 2021 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1521,חורף 21,container,752,חורף 2021 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1522,חורף 21,container,746,חורף 2021 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1522,חורף 21,container,748,חורף 2021 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1522,חורף 21,container,749,חורף 2021 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1522,חורף 21,container,750,חורף 2021 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1522,חורף 21,container,751,חורף 2021 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1522,חורף 21,container,752,חורף 2021 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1523,סימולציה ממוקדת,container,1132,אביב 2023 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1523,סימולציה ממוקדת,container,1133,אביב 2023 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1523,סימולציה ממוקדת,container,1134,אביב 2023 פרק כמותי ראשון,1,Predetermined,NULL
פסיכומטרי,1523,סימולציה ממוקדת,container,1135,אביב 2023 פרק כמותי שני,1,Predetermined,NULL
פסיכומטרי,1523,סימולציה ממוקדת,container,1136,אביב 2023 פרק אנגלית ראשון,1,Predetermined,NULL
פסיכומטרי,1524,מתוקן,container,1132,אביב 2023 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1524,מתוקן,container,1133,אביב 2023 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1524,מתוקן,container,1134,אביב 2023 פרק כמותי ראשון,1,Predetermined,NULL
פסיכומטרי,1524,מתוקן,container,1135,אביב 2023 פרק כמותי שני,1,Predetermined,NULL
פסיכומטרי,1524,מתוקן,container,1136,אביב 2023 פרק אנגלית ראשון,1,Predetermined,NULL
פסיכומטרי,1525,סימולציה 1,container,8022,אביב 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1525,סימולציה 1,container,8023,אביב 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1525,סימולציה 1,container,8024,אביב 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1525,סימולציה 1,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1525,סימולציה 1,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1525,סימולציה 1,container,8027,אביב 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1525,סימולציה 1,container,36068,סתיו 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1525,סימולציה 1,container,36076,סתיו 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1526,סימוליצה 0,container,746,חורף 2021 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1526,סימוליצה 0,container,748,חורף 2021 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1526,סימוליצה 0,container,749,חורף 2021 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1526,סימוליצה 0,container,750,חורף 2021 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1526,סימוליצה 0,container,751,חורף 2021 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1526,סימוליצה 0,container,752,חורף 2021 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1527,סימולציה 1 אמיתי,container,8022,אביב 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1527,סימולציה 1 אמיתי,container,8023,אביב 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1527,סימולציה 1 אמיתי,container,8024,אביב 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1527,סימולציה 1 אמיתי,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1527,סימולציה 1 אמיתי,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1527,סימולציה 1 אמיתי,container,8027,אביב 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1527,סימולציה 1 אמיתי,container,36071,סתיו 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1527,סימולציה 1 אמיתי,container,36076,סתיו 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1528,מאלו 2020 חורף בדיקה על כמותי,container,18216,חורף 20 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1528,מאלו 2020 חורף בדיקה על כמותי,container,18218,חורף 20 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1529,סימולציית בית 2,container,8022,אביב 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1529,סימולציית בית 2,container,8023,אביב 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1529,סימולציית בית 2,container,8024,אביב 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1529,סימולציית בית 2,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1529,סימולציית בית 2,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1529,סימולציית בית 2,container,8027,אביב 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1530,סימולציה 10 מג,container,4227,סתיו 2023 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1530,סימולציה 10 מג,container,4228,סתיו 2023 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1530,סימולציה 10 מג,container,4229,סתיו 2023 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1530,סימולציה 10 מג,container,6689,חורף 2023 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1530,סימולציה 10 מג,container,6690,חורף 2023 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1530,סימולציה 10 מג,container,6691,חורף 2023 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1530,סימולציה 10 מג,container,6693,חורף 2023 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1530,סימולציה 10 מג,container,6694,חורף 2023 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1531,פרוייקט קריאה אקטיבית,container,272,קיץ 2021 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1532,סימולציית בית 2 (אמיתי),container,14485,קיץ 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1532,סימולציית בית 2 (אמיתי),container,14487,קיץ 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1532,סימולציית בית 2 (אמיתי),container,14676,קיץ 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1532,סימולציית בית 2 (אמיתי),container,14680,קיץ 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1532,סימולציית בית 2 (אמיתי),container,14856,קיץ 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1532,סימולציית בית 2 (אמיתי),container,14858,קיץ 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1533,סימולציה 10 מג אמיתי,container,3378,קיץ 2023 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1533,סימולציה 10 מג אמיתי,container,3379,קיץ 2023 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1533,סימולציה 10 מג אמיתי,container,3382,קיץ 2023 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1533,סימולציה 10 מג אמיתי,container,6689,חורף 2023 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1533,סימולציה 10 מג אמיתי,container,6690,חורף 2023 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1533,סימולציה 10 מג אמיתי,container,6691,חורף 2023 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1533,סימולציה 10 מג אמיתי,container,6693,חורף 2023 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1533,סימולציה 10 מג אמיתי,container,6694,חורף 2023 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1534,מאלו אביב 2024,container,8022,אביב 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1534,מאלו אביב 2024,container,8023,אביב 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1534,מאלו אביב 2024,container,8024,אביב 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1534,מאלו אביב 2024,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1534,מאלו אביב 2024,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1534,מאלו אביב 2024,container,8027,אביב 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1535,אביב 2024,container,8022,אביב 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1535,אביב 2024,container,8023,אביב 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1535,אביב 2024,container,8024,אביב 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1535,אביב 2024,container,8025,אביב 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1535,אביב 2024,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1535,אביב 2024,container,8027,אביב 2024 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1536,סימולציה 1 הזנה מחדש,container,867,קיץ 2022 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1536,סימולציה 1 הזנה מחדש,container,868,קיץ 2022 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1536,סימולציה 1 הזנה מחדש,container,3141,קיץ 2022 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1536,סימולציה 1 הזנה מחדש,container,3156,קיץ 2022 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1536,סימולציה 1 הזנה מחדש,container,3160,קיץ 2022 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1536,סימולציה 1 הזנה מחדש,container,3161,קיץ 2022 אנגלית פרק שני,1,Predetermined,NULL
פסיכומטרי,1536,סימולציה 1 הזנה מחדש,container,8022,אביב 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1536,סימולציה 1 הזנה מחדש,container,8026,אביב 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1537,קיץ 2024 - סימולציה מלאה,container,6688,חורף 2023 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1537,קיץ 2024 - סימולציה מלאה,container,6693,חורף 2023 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1537,קיץ 2024 - סימולציה מלאה,container,14485,קיץ 2024 מילולי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1537,קיץ 2024 - סימולציה מלאה,container,14487,קיץ 2024 מילולי פרק שני,1,Predetermined,NULL
פסיכומטרי,1537,קיץ 2024 - סימולציה מלאה,container,14676,קיץ 2024 כמותי פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1537,קיץ 2024 - סימולציה מלאה,container,14680,קיץ 2024 כמותי פרק שני,1,Predetermined,NULL
פסיכומטרי,1537,קיץ 2024 - סימולציה מלאה,container,14856,קיץ 2024 אנגלית פרק ראשון,1,Predetermined,NULL
פסיכומטרי,1537,קיץ 2024 - סימולציה מלאה,container,14858,קיץ 2024 אנגלית פרק שני,1,Predetermined,NULL
