Product,Container ID,Container Title,Container Display Name,Container Active,Container Mode,Question ID,Question Old ID,Question Level,Question Type,Question Active,Question (Main) Tag
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5825,NULL,4.4,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5826,NULL,7.9,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5827,NULL,4.6,Exam Question,1,כללים וסידורים
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5828,NULL,6.4,Exam Question,1,כללים וסידורים
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5829,NULL,6.4,Exam Question,1,כללים וסידורים
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5830,NULL,8.9,Exam Question,1,עריכת ניסוי
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5831,NULL,1.1,Exam Question,1,קטע קריאה
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5832,NULL,5.4,Exam Question,1,קטע קריאה
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5833,NULL,4.9,Exam Question,1,קטע קריאה
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5834,NULL,7.4,Exam Question,1,קטע קריאה
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5835,NULL,6.2,Exam Question,1,קטע קריאה
פסיכומטרי,1132,מ0423פ1 מילולי,אביב 2023 מילולי פרק ראשון,1,Predetermined,5836,NULL,6.5,Exam Question,1,קטע קריאה
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5856,NULL,4,Exam Question,1,אנלוגיות
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5857,NULL,5.4,Exam Question,1,אנלוגיות
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5858,NULL,6.2,Exam Question,1,אנלוגיות
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5860,NULL,7.8,Exam Question,1,אנלוגיות
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5861,NULL,7.2,Exam Question,1,אנלוגיות
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5864,NULL,6.5,Exam Question,1,אנלוגיות
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5865,NULL,4,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5867,NULL,4.9,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5868,NULL,6.3,Exam Question,1,השלמת משפטים מילולי
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5870,NULL,3.2,Exam Question,1,שאלות פסקה
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5871,NULL,5,Exam Question,1,שאלות פסקה
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5872,NULL,4.4,Exam Question,1,כללים וסידורים
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5873,NULL,5.2,Exam Question,1,עריכת ניסוי
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5875,NULL,6,Exam Question,1,משמעות מילולית
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5876,NULL,7.3,Exam Question,1,שאלות פסקה
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5877,NULL,7.1,Exam Question,1,שאלות פסקה
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5878,NULL,8.2,Exam Question,1,שאלות פסקה
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5879,NULL,8.2,Exam Question,1,קטע קריאה
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5880,NULL,5,Exam Question,1,קטע קריאה
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5882,NULL,4.5,Exam Question,1,קטע קריאה
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5883,NULL,6.2,Exam Question,1,קטע קריאה
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5884,NULL,4.1,Exam Question,1,קטע קריאה
פסיכומטרי,1133,מ0423פ2 מילולי,אביב 2023 מילולי פרק שני,1,Predetermined,5886,NULL,5.8,Exam Question,1,קטע קריאה
פסיכומטרי,1140,מ1222פ3 כמותי,חורף 2022 פרק כמותי ראשון,1,Predetermined,5902,NULL,6.5,Exam Question,1,משוואות
פסיכומטרי,1140,מ1222פ3 כמותי,חורף 2022 פרק כמותי ראשון,1,Predetermined,5906,NULL,6.4,Exam Question,1,תלת-ממד
פסיכומטרי,1140,מ1222פ3 כמותי,חורף 2022 פרק כמותי ראשון,1,Predetermined,5912,NULL,6.4,Exam Question,1,אי-שוויון
פסיכומטרי,1140,מ1222פ3 כמותי,חורף 2022 פרק כמותי ראשון,1,Predetermined,5915,NULL,6.6,Exam Question,1,אנליטית
פסיכומטרי,1140,מ1222פ3 כמותי,חורף 2022 פרק כמותי ראשון,1,Predetermined,5917,NULL,7.8,Exam Question,1,כלליות 1
פסיכומטרי,1140,מ1222פ3 כמותי,חורף 2022 פרק כמותי ראשון,1,Predetermined,5922,NULL,8,Exam Question,1,תנועה
פסיכומטרי,1140,מ1222פ3 כמותי,חורף 2022 פרק כמותי ראשון,1,Predetermined,5929,NULL,8.2,Exam Question,1,כלליות 1
פסיכומטרי,1140,מ1222פ3 כמותי,חורף 2022 פרק כמותי ראשון,1,Predetermined,5930,NULL,8.9,Exam Question,1,שלמים
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5931,NULL,3.2,Exam Question,1,הסקה מתרשים
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5932,NULL,2.1,Exam Question,1,הסקה מתרשים
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5933,NULL,1.9,Exam Question,1,הסקה מתרשים
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5934,NULL,6.1,Exam Question,1,הסקה מתרשים
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5936,NULL,1.2,Exam Question,1,ממוצע
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5937,NULL,2.9,Exam Question,1,מרובעים
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5938,NULL,5,Exam Question,1,Restatements
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5939,NULL,3.9,Exam Question,1,משוואות
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5940,NULL,4.5,Exam Question,1,מצולעים
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5941,NULL,7,Exam Question,1,Restatements
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5942,NULL,5.4,Exam Question,1,יחס
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5943,NULL,5.4,Exam Question,1,פעולות מומצאות
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5944,NULL,8,Exam Question,1,Restatements
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5947,NULL,4,Exam Question,1,Reading Comprehension
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5958,NULL,4,Exam Question,1,Reading Comprehension
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5961,NULL,5,Exam Question,1,Reading Comprehension
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5964,NULL,6,Exam Question,1,Reading Comprehension
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5965,NULL,6,Exam Question,1,Reading Comprehension
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5967,NULL,5.7,Exam Question,1,שטחים
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5970,NULL,6.8,Exam Question,1,שלמים
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5973,NULL,6.2,Exam Question,1,חלוקה
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5974,NULL,6,Exam Question,1,Reading Comprehension
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,5977,NULL,4.9,Exam Question,1,פיתגורס
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5979,NULL,6,Exam Question,1,Reading Comprehension
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5987,NULL,9,Exam Question,1,Reading Comprehension
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5989,NULL,8,Exam Question,1,Reading Comprehension
פסיכומטרי,37,מ0פ3 0721,פרק 3 אנגלית,1,Predetermined,5993,NULL,8,Exam Question,1,Reading Comprehension
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6049,NULL,4.9,Exam Question,1,קווים וזוויות
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6050,NULL,3.4,Exam Question,1,כלליות 1
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6052,NULL,4.5,Exam Question,1,הספק
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6054,NULL,5.3,Exam Question,1,משוואות
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6056,NULL,3.9,Exam Question,1,צירופים
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6060,NULL,5.8,Exam Question,1,שטחים
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6063,NULL,3.9,Exam Question,1,כלליות 2
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6065,NULL,5.8,Exam Question,1,חיובי שלילי וערך מוחלט
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6066,NULL,5,Exam Question,1,הסקה מתרשים
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6067,NULL,6.5,Exam Question,1,הסקה מתרשים
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6069,NULL,5.7,Exam Question,1,הסקה מתרשים
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6070,NULL,7.3,Exam Question,1,הסקה מתרשים
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,6071,NULL,5.4,Exam Question,1,כלליות 1
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,6072,NULL,6.4,Exam Question,1,משוואות
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6073,NULL,5.6,Exam Question,1,ביטויים
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,6074,NULL,7.5,Exam Question,1,אחוזים
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6075,NULL,7.3,Exam Question,1,ממוצע
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,6076,NULL,7.8,Exam Question,1,צירופים
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6077,NULL,6.2,Exam Question,1,אנליטית
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6078,NULL,8.2,Exam Question,1,אחוזים
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,6079,NULL,8.9,Exam Question,1,ביטויים
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6081,NULL,6,Exam Question,1,תלת-ממד
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6082,NULL,7.2,Exam Question,1,שלמים
פסיכומטרי,1141,מ1222פ4 כמותי,חורף 2022 פרק כמותי שני,1,Predetermined,6083,NULL,8.1,Exam Question,1,תלת-ממד
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6084,NULL,9,Exam Question,1,מעגלים
פסיכומטרי,1134,מ0423פ3 כמותי,אביב 2023 פרק כמותי ראשון,1,Predetermined,6085,NULL,8.8,Exam Question,1,פעולות מומצאות
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6086,NULL,2.6,Exam Question,1,שטחים
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6087,NULL,3,Exam Question,1,כלליות 1
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6088,NULL,3.6,Exam Question,1,Sentence Completions
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6089,NULL,6,Exam Question,1,Sentence Completions
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6090,NULL,3.7,Exam Question,1,מצולעים
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6091,NULL,4.5,Exam Question,1,ביטויים
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6092,NULL,4.6,Exam Question,1,Sentence Completions
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6093,NULL,5.7,Exam Question,1,Sentence Completions
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6094,NULL,4.6,Exam Question,1,תנועה
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6095,NULL,5.5,Exam Question,1,Sentence Completions
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6096,NULL,5.2,Exam Question,1,חלוקה
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6097,NULL,5.5,Exam Question,1,הספק
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6098,NULL,7.1,Exam Question,1,Sentence Completions
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6099,NULL,7.6,Exam Question,1,Sentence Completions
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6100,NULL,4.3,Exam Question,1,שלמים
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6101,NULL,7.2,Exam Question,1,Sentence Completions
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6102,NULL,5.6,Exam Question,1,אותיות וספרות
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6103,NULL,1.1,Exam Question,1,Restatements
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6104,NULL,4.5,Exam Question,1,Restatements
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6105,NULL,6.8,Exam Question,1,כלליות 1
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6106,NULL,6.7,Exam Question,1,Restatements
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6107,NULL,8.1,Exam Question,1,Restatements
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6108,NULL,6.4,Exam Question,1,תלת-ממד
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6109,NULL,3.5,Exam Question,1,Reading Comprehension
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6110,NULL,3.3,Exam Question,1,Reading Comprehension
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6111,NULL,6.9,Exam Question,1,אחוזים
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6112,NULL,3.6,Exam Question,1,Reading Comprehension
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6113,NULL,5.7,Exam Question,1,שטחים
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6114,NULL,1.7,Exam Question,1,Reading Comprehension
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6115,NULL,3.2,Exam Question,1,Reading Comprehension
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6116,NULL,7.4,Exam Question,1,דמיון צורות
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6117,NULL,6.6,Exam Question,1,Reading Comprehension
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6118,NULL,8.7,Exam Question,1,כלליות 1
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6119,NULL,5.3,Exam Question,1,הסקה מתרשים
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6120,NULL,5.7,Exam Question,1,הסקה מתרשים
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6121,NULL,7.1,Exam Question,1,הסקה מתרשים
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6122,NULL,7.3,Exam Question,1,הסקה מתרשים
פסיכומטרי,1135,מ0423פ4 כמותי,אביב 2023 פרק כמותי שני,1,Predetermined,6123,NULL,8.4,Exam Question,1,הסקה מתרשים
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6124,NULL,4.7,Exam Question,1,Reading Comprehension
פסיכומטרי,1136,מ0423פ5 אנגלית,אביב 2023 פרק אנגלית ראשון,1,Predetermined,6125,NULL,4,Exam Question,1,Sentence Completions
פסיכומטרי,1136,מ0423פ5 אנגלית,אביב 2023 פרק אנגלית ראשון,1,Predetermined,6126,NULL,3.3,Exam Question,1,Sentence Completions
פסיכומטרי,1136,מ0423פ5 אנגלית,אביב 2023 פרק אנגלית ראשון,1,Predetermined,6127,NULL,5.4,Exam Question,1,Sentence Completions
פסיכומטרי,1136,מ0423פ5 אנגלית,אביב 2023 פרק אנגלית ראשון,1,Predetermined,6128,NULL,5.6,Exam Question,1,Sentence Completions
פסיכומטרי,1136,מ0423פ5 אנגלית,אביב 2023 פרק אנגלית ראשון,1,Predetermined,6129,NULL,5.4,Exam Question,1,Sentence Completions
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6130,NULL,6.5,Exam Question,1,Reading Comprehension
פסיכומטרי,1136,מ0423פ5 אנגלית,אביב 2023 פרק אנגלית ראשון,1,Predetermined,6131,NULL,8.5,Exam Question,1,Sentence Completions
פסיכומטרי,1136,מ0423פ5 אנגלית,אביב 2023 פרק אנגלית ראשון,1,Predetermined,6132,NULL,7.7,Exam Question,1,Sentence Completions
פסיכומטרי,1136,מ0423פ5 אנגלית,אביב 2023 פרק אנגלית ראשון,1,Predetermined,6133,NULL,9.1,Exam Question,1,Sentence Completions
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6134,NULL,6.3,Exam Question,1,Reading Comprehension
פסיכומטרי,1142,מ1222פ5 אנגלית,חורף 2022 פרק אנגלית ראשון,1,Predetermined,6135,NULL,6.7,Exam Question,1,Reading Comprehension
פסיכומטרי,3822,עצרת ב,מקבץ ב,1,Predetermined,6142,אל - 91 - 1,7,Numeric bullet single choice,1,עצרת
פסיכומטרי,3823,עצרת ג,מקבץ ג,1,Predetermined,6143,אל - 91 - 2,7.5,Numeric bullet single choice,1,עצרת
פסיכומטרי,3822,עצרת ב,מקבץ ב,1,Predetermined,6145,אל - 91 - 3,7,Numeric bullet single choice,1,עצרת
פסיכומטרי,3823,עצרת ג,מקבץ ג,1,Predetermined,6147,אל - 91 - 4,5,Numeric bullet single choice,1,עצרת
פסיכומטרי,3821,עצרת א,מקבץ א,1,Predetermined,6148,אל - 91 - 5,3,Numeric bullet single choice,1,עצרת
פסיכומטרי,3821,עצרת א,מקבץ א,1,Predetermined,6150,אל - 91 - 6,2,Numeric bullet single choice,1,עצרת
פסיכומטרי,3822,עצרת ב,מקבץ ב,1,Predetermined,6152,אל - 92 - 7,3,Numeric bullet single choice,1,עצרת
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6153,NULL,3.4,Exam Question,1,Sentence Completions
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6154,NULL,3.3,Exam Question,1,Sentence Completions
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6155,NULL,4.3,Exam Question,1,Sentence Completions
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6156,NULL,5.7,Exam Question,1,Sentence Completions
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6157,NULL,5.1,Exam Question,1,Sentence Completions
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6158,NULL,5.1,Exam Question,1,Sentence Completions
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6160,NULL,7.9,Exam Question,1,Sentence Completions
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6161,NULL,7.8,Exam Question,1,Sentence Completions
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6163,NULL,2.4,Exam Question,1,Restatements
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6164,NULL,3.4,Exam Question,1,Restatements
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6165,NULL,5.7,Exam Question,1,Restatements
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6166,NULL,7.2,Exam Question,1,Restatements
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6167,NULL,1,Exam Question,1,Reading Comprehension
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6168,NULL,5.7,Exam Question,1,Reading Comprehension
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6169,NULL,2.8,Exam Question,1,Reading Comprehension
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6170,NULL,5.7,Exam Question,1,Reading Comprehension
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6171,NULL,3.7,Exam Question,1,Reading Comprehension
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6172,NULL,7.9,Exam Question,1,Reading Comprehension
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6173,NULL,4.1,Exam Question,1,Reading Comprehension
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6174,NULL,5.8,Exam Question,1,Reading Comprehension
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6175,NULL,6.3,Exam Question,1,Reading Comprehension
פסיכומטרי,1143,מ1222פ6 אנגלית,חורף 2022 פרק אנגלית שני,1,Predetermined,6176,NULL,5.9,Exam Question,1,Reading Comprehension
פסיכומטרי,477,מ0921פ1 מילולי,סתיו 2021 מילולי פרק ראשון,1,Predetermined,6177,NULL,4.1,Exam Question,1,אנלוגיות
פסיכומטרי,477,מ0921פ1 מילולי,סתיו 2021 מילולי פרק ראשון,1,Predetermined,6178,NULL,3.2,Exam Question,1,אנלוגיות
פסיכומטרי,477,מ0921פ1 מילולי,סתיו 2021 מילולי פרק ראשון,1,Predetermined,6179,NULL,4.2,Exam Question,1,אנלוגיות
פסיכומטרי,477,מ0921פ1 מילולי,סתיו 2021 מילולי פרק ראשון,1,Predetermined,6180,NULL,6.1,Exam Question,1,אנלוגיות
פסיכומטרי,477,מ0921פ1 מילולי,סתיו 2021 מילולי פרק ראשון,1,Predetermined,6181,NULL,7.5,Exam Question,1,אנלוגיות
